k_real,entropy_A
946.8999775992164,0.5514399394993412
946.9037012064775,0.6755446556450468
946.9404054174861,0.6954334102753005
946.9559000010418,0.609648789204823
946.9799647565559,0.5416847940508205
947.0147974272621,0.6177389012819102
947.0464479538567,0.6497854554116937
947.2539675580251,0.5921979976088113
947.2822764886082,0.6827691877388594
947.3531689055966,0.6448147419880428
947.3639856337203,0.6059484542050271
947.3712991017929,0.6281857327964329
947.3839235982309,0.6543483821457363
947.4563223356565,0.6496503817415081
947.51823515106,0.6757670314370908
947.5695826440306,0.6819475721443854
947.6312141313545,0.6602526720008208
947.7267831829247,0.6035355747095803
947.7442755867069,0.6753387891241603
947.7607693893731,0.5824356271700988
947.7722049455816,0.609582028991096
947.8603470877059,0.6382463941353592
947.8687978950351,0.6521927747317418
948.02274086323,0.6479074202364558
948.0650541506484,0.6754278952831705
948.1220926034749,0.6189148770116164
948.1604313128822,0.628479430639856
948.22662113057,0.6352647179028231
948.2364706469568,0.6300014308416771
948.3074198714155,0.6259939652270681
948.3111274428516,0.6449407703797857
948.412392426475,0.6236085070251867
948.4144760996178,0.6144252334878014
948.4198697620101,0.5833424619168852
948.4210443159303,0.5149128447975401
948.6229600725924,0.6027779335734013
948.6366067724116,0.6367166088071289
948.6463294390429,0.6072056748760578
948.731050984688,0.6671309574592945
948.7384896951737,0.67457255985194
948.8100959032214,0.5909268524806632
948.8313928023132,0.674992628336383
948.893762306084,0.5880442578881544
948.9779117392618,0.651828153711829
949.0014608359317,0.5949660585515412
949.0570980739155,0.6659096246482199
949.1413248661909,0.6526455352044025
949.1621260534477,0.5860784242910635
949.3227108391136,0.551316554639544
949.3296935396171,0.5938634880417746
949.370828737899,0.665283580756569
949.3986839749197,0.6149476449394462
949.4102278583982,0.6245295320640123
949.529540712065,0.6167047141771859
949.5543636088865,0.6277913753689994
949.5572201153254,0.6766678107944343
949.7204362931785,0.6151651659177281
949.7272406783884,0.593953078264573
949.7405361057494,0.6478055221821508
949.7852924788173,0.6044325414785785
949.8117451335283,0.6202113087004689
949.90777334639,0.6509683056753086
950.0084976982985,0.6490219888219786
950.034551141484,0.6736854279457113
950.0525876415785,0.6772211587298328
950.098723885017,0.6239770903164475
950.1444226191554,0.632547690768712
950.1999283382519,0.6183777679831138
950.2938933437617,0.613178404668659
950.2966600087661,0.6197012474572533
950.3770296765471,0.6276418420246295
950.3874189793307,0.607653512947531
950.4489876960549,0.6327686402449152
950.4961030368528,0.5543170201078292
950.5103783450458,0.6606136495004736
950.6217572824414,0.659315581967729
950.6553755660383,0.5617760102090235
950.750734689968,0.6435944308437245
950.7585004517438,0.5991396487038804
950.7675330312164,0.4992142361188199
950.7763742944445,0.5835028222254729
950.8369577639561,0.6206185201689599
951.0754829608605,0.6121136328545684
951.0942374475293,0.5966401561805107
951.1564931544108,0.6075564855792557
951.1842285056338,0.611860097193698
951.1976643220968,0.5958925608733475
951.2673252760047,0.6035981815533448
951.2727977982408,0.5754623236620567
951.2801363459229,0.5894963101946951
951.3194533286381,0.6840751687475766
951.3468894286242,0.6639911390186186
951.4178739862483,0.6368437359822323
951.4649126349768,0.6244560107013065
951.7582458317164,0.6119405034892562
951.8003379405593,0.6165723466971648
951.8056051498909,0.6072818886129349
951.8071117009877,0.5527198616271178
951.8174168382407,0.6251342084175223
951.8235585576613,0.6187760999357091
951.8336688348019,0.5659470613509929
951.8909219515832,0.6369820509950458
951.8909219515854,0.6369820509955053
951.9036140043381,0.5755227143918571
951.9036140043397,0.5755227143858038
951.9438961535221,0.5777583475469078
951.9438961535225,0.5777583475458097
951.9938165965183,0.6239218677599586
951.9938165965249,0.6239218677605616
952.1187925941229,0.6606617812422936
952.1187925941238,0.6606617812441983
952.2774574918192,0.6675788847853884
952.27745749182,0.6675788847856873
952.3200770831756,0.6245841867419903
952.3200770831806,0.6245841867414678
952.4245256251734,0.6325133224565784
952.437622558128,0.5847502128471578
952.4627707452661,0.6411192538675632
952.4733162296758,0.5785622875986421
952.481756368582,0.670763768196126
952.5125752112637,0.6742842951693115
952.5272963439472,0.5827246557500934
952.5439645284252,0.6111615910722642
952.6742278049942,0.653432841341659
952.8148854796825,0.6023562309578937
952.8246789960301,0.5497120070082362
952.856841529407,0.6425000963699979
952.8981759566484,0.6194232995327439
952.9419762494197,0.6848908071897657
953.1083227971451,0.6568493516882773
953.1087164655123,0.6344339406180423
953.1109338933243,0.6692895753942745
953.1939428841972,0.6043447506759893
953.201244767023,0.5828581457086648
953.2562383466661,0.6497795628661135
953.2931684675721,0.6013242308507905
953.346706542537,0.6191743410394008
953.3503500512571,0.6315062151512538
953.5221274317952,0.6458523650878849
953.5352037220925,0.6527594086296784
953.5462477210641,0.6523516226151649
953.5609645637735,0.6236530419775062
953.5811592582206,0.5371166325722834
953.7590132351385,0.5697901469058472
953.8026719739994,0.6459886145591163
953.8065425238594,0.6411434663114075
953.94326406854,0.6618240895298871
953.9933792513993,0.6040725994143993
954.0141410754846,0.6239811838467904
954.0972125536485,0.5709571838178676
954.1132633752846,0.6235883801867763
954.1176639253813,0.6266811331836369
954.1697088320378,0.6498494547502054
954.1979084472033,0.6183877536650474
954.2197320302989,0.6668153356619584
954.3522011792973,0.6435860189991746
954.4310538907465,0.630550489368757
954.4634680173264,0.6383857809207969
954.484908624154,0.6463460384535531
